TestName;TestDateTime;TestId;ErrorCode;ProcedureId;ProcedureName;UserResponse;Response Code;ElapsedTime;ErrorText;Response Text;UserName;
sample pooling 200ul no Scanning.pro;7/19/2021 15:58;575;66;12;Transfer Samples_1;6;6;110;Move Error on Tips:             7    Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:58;575;66;12;Transfer Samples_1;3;3;166;Move Error on Tips:             7    Move Tips Back?;Abort;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:58;575;119;12;Transfer Samples_1;9;9;65;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:58;575;66;12;Transfer Samples_1;6;6;75;Move Error on Tips:             7    Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:58;575;66;12;Transfer Samples_1;6;6;83;Move Error on Tips:             7    Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:58;575;66;12;Transfer Samples_1;6;6;100;Move Error on Tips:             7    Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:58;575;66;12;Transfer Samples_1;6;6;105;Move Error on Tips:             7    Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;313;12;Transfer Samples_1;4;4;239;Liquid level sense false trigger on tip 3.;Retry;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;119;12;Transfer Samples_1;9;9;246;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;66;12;Transfer Samples_1;6;6;257;Move Error on Tips:     3            Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;66;12;Transfer Samples_1;6;6;262;Move Error on Tips:     3            Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;66;12;Transfer Samples_1;6;6;274;Move Error on Tips:     3            Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;66;12;Transfer Samples_1;6;6;279;Move Error on Tips:     3            Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;66;12;Transfer Samples_1;6;6;318;Move Error on Tips:     3            Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;66;12;Transfer Samples_1;6;6;329;Move Error on Tips:     3            Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;66;12;Transfer Samples_1;6;6;337;Move Error on Tips:     3            Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;66;12;Transfer Samples_1;6;6;372;Move Error on Tips:     3            Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;66;12;Transfer Samples_1;6;6;412;Move Error on Tips:     3            Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 15:49;574;66;12;Transfer Samples_1;3;3;433;Move Error on Tips:     3            Move Tips Back?;Abort;Janus;
sample pooling 200ul.pro;7/19/2021 15:34;573;119;12;Transfer Samples_1;9;9;397;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;173;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;173;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;173;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;173;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;173;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;173;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;173;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;214;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;224;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;224;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;224;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;224;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;268;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;278;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;278;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;322;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;322;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;350;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;378;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;378;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;378;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;378;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;422;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;432;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;432;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;475;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;475;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;475;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;530;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;530;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;575;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;585;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;585;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;629;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;629;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;629;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;681;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;681;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;681;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;681;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;681;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;724;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;724;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;724;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;724;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul.pro;7/19/2021 15:21;572;119;12;Transfer Samples_1;9;9;724;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;122;12;Transfer Samples_1;4;4;62;Tips not found on adapters:               8;Retry;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;91;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;91;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;91;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;91;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;91;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;91;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;91;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;91;Not enough liquid detected in tip 8 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;132;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;142;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;142;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;142;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;142;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;142;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;142;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;142;Not enough liquid detected in tip 8 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;66;12;Transfer Samples_1;6;6;223;Move Error on Tips: 1                Move Tips Back?;Yes;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;258;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;258;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;258;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;258;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;258;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;267;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;267;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;267;Not enough liquid detected in tip 8 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;313;12;Transfer Samples_1;4;4;313;Liquid level sense false trigger on tip 7.;Retry;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;334;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;334;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;334;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;334;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;334;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;334;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;334;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;334;Not enough liquid detected in tip 8 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;376;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;386;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;386;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;386;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;386;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;386;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;386;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;386;Not enough liquid detected in tip 8 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;432;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;432;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;432;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;432;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;432;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;441;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;441;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;441;Not enough liquid detected in tip 8 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;485;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;485;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;485;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;485;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;485;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;485;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;485;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;485;Not enough liquid detected in tip 8 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;528;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;537;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;537;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;537;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;537;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;537;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;537;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;537;Not enough liquid detected in tip 8 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;580;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;580;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;580;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;580;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;580;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;590;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;590;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;590;Not enough liquid detected in tip 8 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;313;12;Transfer Samples_1;9;9;629;Liquid level sense false trigger on tip 7.;Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;647;Not enough liquid detected in tip 1 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;647;Not enough liquid detected in tip 2 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;647;Not enough liquid detected in tip 3 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;647;Not enough liquid detected in tip 4 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;647;Not enough liquid detected in tip 5 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;647;Not enough liquid detected in tip 6 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;647;Not enough liquid detected in tip 7 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;119;12;Transfer Samples_1;9;9;647;Not enough liquid detected in tip 8 to complete operation.  (Auto-action handled error);Go to Bottom;Janus;
sample pooling 200ul no Scanning.pro;7/19/2021 14:55;569;313;12;Transfer Samples_1;4;4;701;Liquid level sense false trigger on tip 8.;Retry;Janus;
